Company Name,Car Name,Variant,Fuel Type,Tyre Condition,Make Year,Owner Type,Registration Number,Mileage,Price,Transmission Type,Body Color,Service Record,Insurance,Registration Certificate,Accessories
Honda,Kwid,ZXI,Diesel,New,2019.0,Second,67-389-9622,171550.0,556754.0,Automatic,Silver,Full Service History,No Current Insurance,Available,"Music System, Leather Seats"
Volkswagen,F-150,Highline,Diesel,Needs Replacement,2024.0,Third,42-841-8866,148837.0,264387.0,Automatic (Tiptronic),White,Full Service History,No Current Insurance,Not Available,Sunroof
Maruti Suzuki,Elantra,LE,Petrol,Needs Replacement,2016.0,First,50-409-2008,31783.0,866188.0,Automatic,Grey,No Service Record,Valid Until [date],Not Available,"Leather Seats, Sunroof, GPS"
Hyundai,Swift,Highline,Petrol,Needs Replacement,2015.0,Second,59-473-5395,147992.0,973328.0,Automatic,Grey,Major Service at 149229 km,No Current Insurance,Not Available,"Leather Seats, Sunroof"
Renault,Kwid,LE,CNG,Used,2017.0,Third,46-147-8323,42355.0,664419.0,Automatic,Silver,No Service Record,No Current Insurance,Available,"Music System, GPS, Alloy Wheels, Sunroof"
Renault,Accord,Highline,Petrol,Needs Replacement,2016.0,Third,66-741-3539,190074.0,304741.0,Automatic (Tiptronic),White,No Service Record,No Current Insurance,Not Available,Alloy Wheels
Nissan,Seltos,GT,Diesel,Needs Replacement,2018.0,Second,99-354-1419,119201.0,833969.0,Automatic,Maroon,Full Service History,No Current Insurance,Not Available,Leather Seats
Kia,Sunny,EX,Diesel,Used,2015.0,First,50-761-8452,128355.0,531346.0,Automatic,Black,Full Service History,No Current Insurance,Available,"GPS, Alloy Wheels, Music System"
Toyota,F-150,LE,Petrol,New,2024.0,First,12-330-4514,198571.0,244835.0,Automatic,Grey,No Service Record,No Current Insurance,Available,"Leather Seats, Sunroof"
Maruti Suzuki,Accord,RXE,Diesel,Used,2024.0,Third,82-377-9929,86829.0,798756.0,Automatic (Tiptronic),Gold,Full Service History,Valid Until [date],Available,"Leather Seats, GPS, Sunroof, Alloy Wheels"
Renault,Accord,LE,CNG,Used,2017.0,Second,55-818-2838,179746.0,434108.0,Automatic (Tiptronic),Black,Full Service History,No Current Insurance,Not Available,"GPS, Alloy Wheels, Sunroof"
Ford,Swift,XL,Diesel,Used,2018.0,Second,44-532-5716,112211.0,463275.0,Automatic (Tiptronic),Maroon,Major Service at 78499 km,No Current Insurance,Available,GPS
Ford,Sunny,LE,Diesel,New,2016.0,Second,23-613-7869,63202.0,793047.0,Manual,Red,Major Service at 73314 km,Valid Until [date],Not Available,Sunroof
Nissan,Swift,ZXI,Petrol,Used,2019.0,First,66-862-1307,41426.0,304436.0,Manual,Black,Major Service at 122270 km,Valid Until [date],Available,Sunroof
Nissan,Swift,Highline,CNG,Used,2020.0,Second,58-537-1263,54615.0,624855.0,Manual,Silver,Full Service History,No Current Insurance,Not Available,"Sunroof, Music System, GPS, Alloy Wheels"
Maruti Suzuki,Polo,GT,Diesel,Used,2021.0,Second,28-279-7653,191694.0,544486.0,Manual,Blue,No Service Record,No Current Insurance,Available,"Alloy Wheels, Leather Seats, Music System, Sunroof"
Ford,Swift,GT,Diesel,New,2021.0,Third,63-255-1534,140642.0,341859.0,Manual,Blue,Major Service at 105251 km,Valid Until [date],Available,"Alloy Wheels, GPS"
Volkswagen,Accord,LE,Diesel,Used,2023.0,Second,52-664-7667,42170.0,507841.0,Manual,Black,Major Service at 128944 km,No Current Insurance,Not Available,Sunroof
Kia,Cruze,LE,Diesel,Needs Replacement,2020.0,First,92-601-1223,70276.0,838687.0,Automatic,Blue,No Service Record,Valid Until [date],Not Available,Sunroof
Chevrolet,Polo,LE,Diesel,Needs Replacement,2016.0,Second,63-260-3340,151639.0,454431.0,Automatic (Tiptronic),Black,No Service Record,No Current Insurance,Not Available,"Music System, Leather Seats, Alloy Wheels, GPS"
Ford,F-150,RXE,Petrol,Used,2016.0,Third,14-853-2617,137654.0,307705.0,Automatic,Blue,No Service Record,Valid Until [date],Not Available,Sunroof
Honda,Accord,LE,CNG,Used,2015.0,First,95-175-7124,114931.0,387090.0,Manual,Silver,Full Service History,No Current Insurance,Not Available,"GPS, Alloy Wheels, Music System, Sunroof"
Kia,Accord,Highline,Petrol,New,2024.0,Second,29-205-7897,149334.0,668169.0,Manual,Black,Full Service History,Valid Until [date],Available,Leather Seats
Toyota,Seltos,Highline,Petrol,Used,2022.0,Third,28-318-8116,166962.0,445342.0,Manual,Gold,Major Service at 128375 km,No Current Insurance,Not Available,Sunroof
Kia,Cruze,LE,Diesel,Needs Replacement,2018.0,Third,71-637-7356,14177.0,498876.0,Automatic (Tiptronic),Black,No Service Record,No Current Insurance,Available,Sunroof
Kia,Swift,Highline,Diesel,New,2016.0,Second,54-804-9402,160840.0,677350.0,Automatic (Tiptronic),Maroon,Full Service History,Valid Until [date],Available,"Alloy Wheels, Music System"
Volkswagen,Seltos,Highline,CNG,Used,2015.0,Second,59-868-4623,147376.0,378179.0,Automatic,Gold,Major Service at 134432 km,No Current Insurance,Not Available,"GPS, Music System, Sunroof, Leather Seats"
Maruti Suzuki,Polo,SE,CNG,Used,2015.0,Third,60-960-7802,166079.0,594342.0,Manual,Maroon,Major Service at 54616 km,No Current Insurance,Available,"Music System, Alloy Wheels, Sunroof"
Chevrolet,Swift,LE,Petrol,Used,2015.0,Third,24-984-4031,45848.0,516218.0,Manual,Red,Major Service at 68862 km,Valid Until [date],Not Available,Sunroof
Maruti Suzuki,Kwid,SE,Diesel,New,2021.0,First,31-794-2367,26515.0,964360.0,Automatic,Grey,No Service Record,Valid Until [date],Available,"Alloy Wheels, Leather Seats"
Maruti Suzuki,Cruze,LE,Petrol,Needs Replacement,2022.0,First,58-955-1760,195042.0,833808.0,Manual,Black,Major Service at 113559 km,Valid Until [date],Available,Sunroof
Ford,Camry,LE,CNG,New,2018.0,First,25-489-4979,163561.0,389418.0,Automatic,Gold,No Service Record,Valid Until [date],Not Available,"Alloy Wheels, Leather Seats, GPS, Music System"
Renault,Elantra,SE,CNG,Used,2019.0,First,60-544-7434,97603.0,803501.0,Manual,Blue,Full Service History,Valid Until [date],Available,"Sunroof, Music System, Alloy Wheels"
Hyundai,Polo,LE,CNG,Used,2020.0,Third,79-984-1460,30701.0,806771.0,Automatic,Black,No Service Record,Valid Until [date],Available,Music System
Hyundai,F-150,Highline,CNG,New,2016.0,Second,14-122-4938,81213.0,835870.0,Manual,Red,No Service Record,Valid Until [date],Not Available,Sunroof
Kia,Elantra,XL,Diesel,New,2015.0,Third,87-382-2207,69997.0,562107.0,Automatic,Silver,No Service Record,No Current Insurance,Available,Leather Seats
Ford,F-150,SE,CNG,New,2022.0,First,14-887-1926,146311.0,529192.0,Automatic (Tiptronic),Black,Full Service History,No Current Insurance,Available,"Alloy Wheels, Leather Seats, Sunroof"
Kia,Camry,LE,Petrol,Needs Replacement,2021.0,First,41-850-7243,33662.0,301442.0,Automatic,Red,Major Service at 127515 km,No Current Insurance,Not Available,"GPS, Music System, Leather Seats"
Renault,Camry,SE,CNG,Used,2015.0,Second,42-925-8670,43225.0,778421.0,Manual,Blue,No Service Record,No Current Insurance,Not Available,"Leather Seats, Sunroof, GPS, Music System"
Kia,Sunny,Highline,CNG,Needs Replacement,2020.0,First,31-335-5392,112235.0,387130.0,Automatic (Tiptronic),Gold,Full Service History,No Current Insurance,Available,Sunroof
Honda,F-150,XL,Diesel,Needs Replacement,2015.0,Second,62-412-2314,70668.0,514658.0,Automatic,Gold,No Service Record,No Current Insurance,Not Available,Sunroof
Maruti Suzuki,Polo,EX,Petrol,New,2017.0,Second,97-707-8818,191287.0,378266.0,Automatic,Silver,Full Service History,Valid Until [date],Available,"GPS, Sunroof, Music System"
Chevrolet,Accord,RXE,Petrol,Used,2020.0,Third,89-129-3572,187399.0,740981.0,Automatic,Maroon,Major Service at 137817 km,No Current Insurance,Available,Sunroof
Toyota,Cruze,GT,Diesel,Used,2019.0,Third,22-586-2959,185560.0,484660.0,Automatic (Tiptronic),Grey,Full Service History,Valid Until [date],Available,Sunroof
Honda,Seltos,RXE,CNG,Needs Replacement,2023.0,Second,11-738-2262,114008.0,311586.0,Automatic,Maroon,Major Service at 53300 km,Valid Until [date],Available,"Leather Seats, Alloy Wheels"
Kia,Sunny,XL,Diesel,New,2022.0,First,29-770-6037,21411.0,277258.0,Automatic (Tiptronic),Black,Major Service at 124242 km,Valid Until [date],Available,GPS
Volkswagen,Elantra,Highline,Petrol,Needs Replacement,2019.0,First,76-319-2352,89891.0,967318.0,Automatic,Red,Full Service History,Valid Until [date],Available,Sunroof
Chevrolet,Kwid,EX,Diesel,Used,2018.0,Third,30-797-8528,127069.0,946212.0,Manual,Red,Full Service History,Valid Until [date],Available,"Alloy Wheels, Music System"
Hyundai,Seltos,Highline,CNG,Needs Replacement,2021.0,Third,34-912-7523,106952.0,706858.0,Manual,Red,No Service Record,Valid Until [date],Available,Sunroof
Toyota,Polo,EX,CNG,Needs Replacement,2023.0,Second,61-521-3114,100179.0,807046.0,Automatic (Tiptronic),Grey,Major Service at 56962 km,No Current Insurance,Not Available,"Leather Seats, Music System, GPS, Sunroof"
Hyundai,Seltos,ZXI,Diesel,Used,2019.0,Second,81-814-5638,63478.0,664874.0,Automatic (Tiptronic),White,Major Service at 75660 km,Valid Until [date],Available,"GPS, Leather Seats"
Chevrolet,Cruze,EX,Diesel,Used,2020.0,Second,85-714-8145,97765.0,949180.0,Automatic,Blue,Major Service at 133163 km,Valid Until [date],Not Available,"GPS, Leather Seats, Music System"
Renault,Elantra,GT,CNG,Used,2019.0,Third,74-737-6973,13657.0,593379.0,Automatic,Red,No Service Record,No Current Insurance,Available,Sunroof
Honda,Cruze,XL,Diesel,Needs Replacement,2019.0,Second,42-247-6753,183049.0,659447.0,Automatic (Tiptronic),White,Major Service at 86706 km,No Current Insurance,Available,"Leather Seats, Alloy Wheels"
Nissan,Kwid,LE,Diesel,Used,2019.0,Second,42-663-7401,42306.0,612975.0,Automatic,Gold,Major Service at 59477 km,Valid Until [date],Not Available,"GPS, Music System"
Nissan,F-150,Highline,CNG,Used,2021.0,Second,84-265-7910,56400.0,866587.0,Manual,White,Full Service History,No Current Insurance,Not Available,"GPS, Sunroof, Music System"
Ford,Elantra,RXE,Diesel,Needs Replacement,2023.0,Third,52-759-8343,195221.0,628632.0,Manual,Black,Full Service History,Valid Until [date],Available,"Sunroof, Alloy Wheels, Music System, Leather Seats"
Renault,Swift,XL,CNG,Used,2024.0,Third,81-401-5774,85274.0,521961.0,Manual,Maroon,Major Service at 51996 km,Valid Until [date],Not Available,Sunroof
Renault,F-150,LE,Petrol,Needs Replacement,2017.0,First,39-473-9449,117664.0,210940.0,Automatic,Maroon,Full Service History,Valid Until [date],Not Available,Sunroof
Chevrolet,Accord,Highline,Petrol,New,2021.0,Third,63-442-9971,191183.0,934259.0,Automatic (Tiptronic),Black,Major Service at 80722 km,No Current Insurance,Not Available,Sunroof
Honda,Elantra,LE,CNG,Used,2016.0,Third,10-353-5815,35998.0,715448.0,Automatic,Silver,Major Service at 99441 km,No Current Insurance,Available,Sunroof
Nissan,Swift,LE,Petrol,Used,2019.0,First,48-615-5170,65440.0,776519.0,Automatic,Black,Full Service History,Valid Until [date],Available,Music System
Honda,Camry,SE,CNG,Used,2017.0,Second,43-438-4312,63507.0,978540.0,Automatic,Silver,Major Service at 55667 km,No Current Insurance,Not Available,"Music System, Alloy Wheels"
Kia,F-150,EX,Petrol,New,2019.0,Third,74-447-7456,166133.0,914464.0,Manual,Maroon,Major Service at 100490 km,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats, Music System"
Hyundai,Seltos,EX,CNG,Used,2015.0,Third,45-728-7979,33183.0,744964.0,Automatic,Black,Full Service History,No Current Insurance,Not Available,"Sunroof, GPS, Leather Seats, Alloy Wheels"
Maruti Suzuki,F-150,SE,Diesel,New,2024.0,First,95-128-2392,93947.0,336366.0,Manual,Silver,No Service Record,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels"
Volkswagen,F-150,EX,Diesel,Needs Replacement,2016.0,First,32-551-1038,156434.0,436129.0,Automatic,Black,Full Service History,Valid Until [date],Not Available,"GPS, Leather Seats, Alloy Wheels"
Kia,Camry,LE,CNG,Used,2020.0,Second,43-200-2625,105696.0,775340.0,Automatic (Tiptronic),Blue,Major Service at 129322 km,No Current Insurance,Not Available,"Leather Seats, GPS"
Ford,Swift,ZXI,Diesel,Used,2018.0,Second,52-320-7139,76902.0,207500.0,Automatic (Tiptronic),Maroon,Major Service at 137660 km,Valid Until [date],Not Available,Alloy Wheels
Renault,Kwid,EX,Diesel,Needs Replacement,2022.0,Third,11-416-1535,166283.0,368999.0,Manual,Red,Major Service at 98978 km,No Current Insurance,Available,Sunroof
Chevrolet,Polo,XL,Petrol,Needs Replacement,2016.0,First,78-478-8365,169569.0,509036.0,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Available,"Alloy Wheels, Leather Seats"
Toyota,Accord,RXE,CNG,Needs Replacement,2021.0,Third,51-960-1885,173317.0,380669.0,Automatic,Gold,No Service Record,No Current Insurance,Not Available,Music System
Kia,Accord,ZXI,CNG,Used,2020.0,First,25-293-8041,186895.0,393064.0,Automatic,Silver,Full Service History,No Current Insurance,Available,Leather Seats
Volkswagen,Camry,XL,Diesel,Needs Replacement,2020.0,First,37-754-3122,36065.0,682160.0,Automatic,Gold,No Service Record,Valid Until [date],Available,"Alloy Wheels, Leather Seats, Sunroof, GPS"
Honda,Polo,SL,Petrol,New,2017.0,First,43-286-8616,143949.0,928158.0,Manual,Silver,No Service Record,No Current Insurance,Available,Sunroof
Hyundai,Cruze,GT,Petrol,New,2024.0,Third,66-480-9730,105586.0,906995.0,Automatic (Tiptronic),Black,Major Service at 109505 km,Valid Until [date],Not Available,Sunroof
Ford,Accord,XL,Petrol,New,2023.0,First,73-175-1402,89482.0,554973.0,Manual,Blue,No Service Record,Valid Until [date],Not Available,"Sunroof, Music System, Alloy Wheels"
Renault,Sunny,LE,Diesel,New,2023.0,First,52-505-5382,64955.0,769401.0,Automatic,Gold,Full Service History,No Current Insurance,Not Available,"GPS, Alloy Wheels, Sunroof"
Volkswagen,Sunny,ZXI,Diesel,Needs Replacement,2022.0,First,73-781-6000,167468.0,305524.0,Automatic,White,Major Service at 105587 km,Valid Until [date],Available,Sunroof
Kia,Kwid,LE,CNG,Needs Replacement,2019.0,Third,93-646-1298,72227.0,934341.0,Automatic (Tiptronic),Black,Full Service History,No Current Insurance,Available,"Music System, Sunroof, GPS, Alloy Wheels"
Renault,F-150,GT,Diesel,Used,2022.0,First,11-205-2888,192674.0,868673.0,Automatic,Black,No Service Record,No Current Insurance,Not Available,Sunroof
Volkswagen,F-150,Highline,Diesel,Used,2015.0,First,55-393-9291,131152.0,355528.0,Automatic,Gold,Major Service at 94538 km,No Current Insurance,Not Available,"Alloy Wheels, GPS, Leather Seats"
Volkswagen,Elantra,LE,Diesel,New,2017.0,Second,13-540-6775,68961.0,873005.0,Manual,Blue,Major Service at 109645 km,Valid Until [date],Not Available,Music System
Maruti Suzuki,Cruze,EX,CNG,Needs Replacement,2021.0,First,96-530-3432,121274.0,582788.0,Automatic,Silver,Full Service History,No Current Insurance,Available,"Alloy Wheels, Sunroof, GPS, Leather Seats"
Toyota,Cruze,GT,Diesel,Needs Replacement,2021.0,First,75-208-7405,126373.0,226045.0,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Not Available,"Alloy Wheels, Leather Seats, Sunroof, GPS"
Chevrolet,Accord,EX,Diesel,Needs Replacement,2021.0,Second,69-432-4921,108229.0,313799.0,Automatic,White,No Service Record,Valid Until [date],Not Available,"Leather Seats, Music System, Sunroof"
Toyota,F-150,GT,CNG,Used,2019.0,Second,46-583-2192,30623.0,515707.0,Automatic (Tiptronic),Blue,Full Service History,No Current Insurance,Not Available,"Leather Seats, Sunroof, Alloy Wheels, Music System"
Chevrolet,Sunny,EX,Petrol,New,2016.0,First,46-927-4844,72901.0,804283.0,Automatic,White,Full Service History,No Current Insurance,Available,Sunroof
Kia,Kwid,Highline,CNG,Needs Replacement,2016.0,Third,42-228-3526,142500.0,993545.0,Manual,Silver,No Service Record,Valid Until [date],Available,Music System
Renault,Cruze,GT,Petrol,Used,2019.0,First,14-869-5259,92466.0,402418.0,Automatic,Black,Full Service History,No Current Insurance,Available,"Music System, Sunroof"
Renault,Elantra,XL,Diesel,Used,2024.0,Second,28-104-1646,178073.0,375374.0,Automatic (Tiptronic),Grey,Major Service at 79307 km,No Current Insurance,Available,Sunroof
Ford,Seltos,SL,Diesel,Used,2018.0,Third,48-839-5992,73723.0,816787.0,Manual,Blue,No Service Record,No Current Insurance,Not Available,Sunroof
Toyota,Sunny,LE,Diesel,New,2020.0,Third,14-475-6419,29574.0,434953.0,Manual,Gold,Major Service at 120437 km,Valid Until [date],Available,"Music System, GPS, Leather Seats"
Ford,Camry,XL,Petrol,Needs Replacement,2016.0,Second,15-936-5983,154851.0,957855.0,Manual,Maroon,No Service Record,No Current Insurance,Not Available,"GPS, Music System, Leather Seats"
Honda,Sunny,Highline,Diesel,Needs Replacement,2017.0,Second,74-711-4698,62726.0,273397.0,Automatic (Tiptronic),Gold,No Service Record,Valid Until [date],Available,Sunroof
Chevrolet,Elantra,EX,CNG,Needs Replacement,2022.0,Second,57-227-9576,10962.0,262720.0,Manual,Maroon,Major Service at 112274 km,Valid Until [date],Not Available,"Sunroof, GPS, Alloy Wheels, Music System"
Hyundai,Accord,EX,CNG,Needs Replacement,2018.0,Second,19-165-4985,104433.0,355637.0,Manual,White,No Service Record,Valid Until [date],Available,"Sunroof, Leather Seats"
Hyundai,Camry,GT,CNG,Needs Replacement,2020.0,Second,59-922-1894,111155.0,945897.0,Automatic (Tiptronic),Grey,No Service Record,Valid Until [date],Available,"Music System, Leather Seats, Alloy Wheels"
Renault,Polo,Highline,Petrol,Needs Replacement,2018.0,First,35-591-6259,79155.0,311722.0,Manual,White,Major Service at 143750 km,Valid Until [date],Available,Sunroof
Hyundai,F-150,ZXI,CNG,Needs Replacement,2020.0,First,45-448-8884,14576.0,431851.0,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Available,"GPS, Alloy Wheels, Music System, Leather Seats"
Honda,Accord,GT,CNG,Used,2015.0,Second,12-340-3556,54421.0,821270.0,Manual,Black,Full Service History,Valid Until [date],Not Available,"Sunroof, GPS"
Volkswagen,Swift,ZXI,CNG,New,2016.0,First,81-330-5154,117458.0,785087.0,Automatic,Black,Full Service History,No Current Insurance,Not Available,Sunroof
Nissan,Kwid,SE,CNG,Needs Replacement,2024.0,First,13-440-9199,64499.0,495460.0,Automatic,White,Full Service History,Valid Until [date],Available,"GPS, Leather Seats, Alloy Wheels"
Ford,Seltos,ZXI,Diesel,Used,2015.0,Second,66-716-8586,197148.0,676433.0,Automatic (Tiptronic),Maroon,No Service Record,Valid Until [date],Available,"Alloy Wheels, GPS, Music System"
Kia,Accord,Highline,Diesel,Used,2018.0,Third,42-938-3797,163671.0,496279.0,Automatic (Tiptronic),White,No Service Record,No Current Insurance,Available,Sunroof
Toyota,Seltos,LE,CNG,Used,2015.0,Third,72-961-2925,26891.0,269254.0,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Not Available,GPS
Nissan,Cruze,SL,Petrol,Used,2018.0,First,99-837-6586,127201.0,465877.0,Manual,Black,Major Service at 66515 km,No Current Insurance,Not Available,Leather Seats
Ford,Swift,SE,Diesel,Needs Replacement,2022.0,First,41-966-5656,83623.0,612523.0,Automatic,Blue,Major Service at 123449 km,Valid Until [date],Not Available,Alloy Wheels
Chevrolet,Camry,XL,Diesel,New,2019.0,Second,61-449-2978,197137.0,541918.0,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Not Available,Sunroof
Honda,Sunny,ZXI,Petrol,Needs Replacement,2019.0,Third,70-642-8639,41366.0,701931.0,Automatic,White,No Service Record,Valid Until [date],Available,"Leather Seats, Alloy Wheels"
Maruti Suzuki,F-150,XL,Diesel,New,2020.0,First,36-639-9949,76623.0,672860.0,Automatic (Tiptronic),Silver,Major Service at 133585 km,Valid Until [date],Available,"Music System, Alloy Wheels, GPS"
Kia,Kwid,ZXI,Diesel,Needs Replacement,2022.0,Second,94-729-5648,144200.0,548687.0,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Not Available,"Sunroof, Alloy Wheels, Music System, Leather Seats"
Nissan,Camry,LE,Petrol,Needs Replacement,2020.0,Third,40-797-8641,141627.0,456585.0,Automatic (Tiptronic),Gold,Major Service at 98610 km,No Current Insurance,Available,"Alloy Wheels, Music System, GPS, Leather Seats"
Volkswagen,Sunny,ZXI,Diesel,New,2024.0,Third,65-115-7531,162507.0,295323.0,Automatic (Tiptronic),Grey,Major Service at 95718 km,Valid Until [date],Available,"Music System, Sunroof, GPS, Leather Seats"
Hyundai,Cruze,LE,CNG,Needs Replacement,2021.0,Third,70-594-6019,18525.0,831006.0,Automatic (Tiptronic),Red,Major Service at 130370 km,No Current Insurance,Not Available,"GPS, Sunroof"
Maruti Suzuki,Accord,GT,CNG,New,2022.0,Third,53-203-2304,111188.0,852017.0,Automatic (Tiptronic),Blue,Major Service at 96295 km,Valid Until [date],Available,Sunroof
Hyundai,Accord,SL,Diesel,Used,2016.0,First,36-690-4960,111230.0,367955.0,Automatic,Red,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, GPS, Music System, Sunroof"
Kia,Swift,Highline,CNG,Needs Replacement,2020.0,First,27-581-5554,16359.0,834505.0,Automatic,Grey,Major Service at 122889 km,No Current Insurance,Available,"Music System, Alloy Wheels, Sunroof, GPS"
Honda,Accord,ZXI,Petrol,New,2021.0,Second,92-704-1225,146989.0,706853.0,Automatic,Black,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, Music System, GPS, Sunroof"
Nissan,Seltos,LE,Diesel,Used,2017.0,Third,13-628-4736,11776.0,959342.0,Automatic (Tiptronic),Gold,No Service Record,No Current Insurance,Available,"Leather Seats, Alloy Wheels, Sunroof"
Kia,Kwid,RXE,CNG,Needs Replacement,2019.0,First,62-371-3889,63318.0,750126.0,Automatic,Silver,No Service Record,Valid Until [date],Available,"GPS, Music System, Alloy Wheels"
Volkswagen,Polo,EX,Petrol,Used,2015.0,Third,57-111-7735,91101.0,375199.0,Automatic,Gold,Full Service History,Valid Until [date],Available,"Sunroof, Alloy Wheels, Leather Seats"
Honda,F-150,ZXI,CNG,Used,2021.0,Third,90-838-7457,100305.0,350619.0,Manual,Gold,No Service Record,No Current Insurance,Not Available,Leather Seats
Chevrolet,Cruze,SL,CNG,Used,2022.0,Third,86-636-3440,27567.0,683205.0,Automatic (Tiptronic),Gold,Full Service History,No Current Insurance,Not Available,"Music System, GPS, Leather Seats"
Volkswagen,Seltos,SE,CNG,New,2022.0,First,11-881-3830,22961.0,265504.0,Automatic (Tiptronic),Black,Full Service History,Valid Until [date],Available,"Leather Seats, GPS"
Honda,Polo,EX,Petrol,Used,2024.0,Second,97-700-5701,43262.0,879379.0,Manual,Red,Major Service at 111255 km,Valid Until [date],Not Available,Sunroof
Toyota,Polo,LE,Diesel,Used,2019.0,Third,54-418-9207,70589.0,608097.0,Automatic,Red,Major Service at 76672 km,Valid Until [date],Available,GPS
Maruti Suzuki,Camry,ZXI,CNG,Used,2016.0,Third,89-367-3672,86150.0,843185.0,Manual,Gold,No Service Record,No Current Insurance,Available,"Sunroof, Alloy Wheels"
Chevrolet,Polo,EX,Petrol,Needs Replacement,2015.0,First,39-590-4040,29745.0,241046.0,Automatic,White,No Service Record,No Current Insurance,Not Available,Sunroof
Nissan,Elantra,Highline,Diesel,Used,2018.0,Second,43-374-9148,105365.0,673131.0,Automatic (Tiptronic),Gold,Major Service at 144572 km,No Current Insurance,Available,Sunroof
Maruti Suzuki,Seltos,GT,Diesel,Used,2020.0,First,65-299-1292,195951.0,675335.0,Automatic,Blue,Major Service at 107118 km,No Current Insurance,Available,"GPS, Alloy Wheels, Leather Seats, Music System"
Renault,Polo,SL,Petrol,New,2017.0,Second,10-487-5401,76724.0,709809.0,Manual,Black,No Service Record,No Current Insurance,Available,Sunroof
Nissan,Kwid,Highline,Petrol,Used,2019.0,Second,18-938-7009,16776.0,819246.0,Automatic,Blue,No Service Record,No Current Insurance,Available,"Leather Seats, GPS, Sunroof"
Toyota,Seltos,RXE,CNG,New,2018.0,First,90-753-7311,89167.0,497894.0,Automatic (Tiptronic),Maroon,No Service Record,No Current Insurance,Available,Music System
Honda,Kwid,ZXI,Petrol,Used,2016.0,Second,17-885-7804,108905.0,374850.0,Manual,Black,Full Service History,No Current Insurance,Not Available,"Sunroof, GPS, Music System"
Hyundai,Seltos,SE,Petrol,Needs Replacement,2022.0,First,83-432-4275,57209.0,968474.0,Automatic,Gold,No Service Record,No Current Insurance,Available,"GPS, Music System, Sunroof"
Ford,Sunny,LE,Petrol,Used,2019.0,Third,68-432-1402,88483.0,921958.0,Automatic (Tiptronic),Grey,Major Service at 130612 km,Valid Until [date],Not Available,Leather Seats
Chevrolet,Accord,GT,Diesel,Used,2024.0,First,42-179-8319,108612.0,525142.0,Manual,Grey,No Service Record,No Current Insurance,Not Available,Sunroof
Honda,Kwid,GT,Petrol,Needs Replacement,2023.0,First,87-452-5673,30302.0,868951.0,Automatic (Tiptronic),Red,Major Service at 60261 km,No Current Insurance,Not Available,"Sunroof, Alloy Wheels"
Maruti Suzuki,Elantra,LE,Diesel,New,2023.0,Third,90-713-6439,127091.0,427439.0,Manual,Silver,Full Service History,No Current Insurance,Available,Sunroof
Toyota,Seltos,EX,Petrol,New,2024.0,First,44-496-6405,147538.0,238337.0,Automatic (Tiptronic),White,Full Service History,Valid Until [date],Not Available,Sunroof
Honda,Seltos,SE,CNG,New,2018.0,Second,96-497-6326,158096.0,608889.0,Automatic (Tiptronic),Silver,Major Service at 58002 km,No Current Insurance,Available,Sunroof
Nissan,F-150,XL,Petrol,New,2022.0,Third,23-161-9695,64862.0,871565.0,Manual,Black,Major Service at 55125 km,Valid Until [date],Not Available,"GPS, Alloy Wheels"
Chevrolet,Kwid,SE,CNG,Used,2021.0,Second,63-569-6772,127444.0,379746.0,Manual,Black,Full Service History,No Current Insurance,Available,"Leather Seats, Music System, Sunroof, GPS"
Volkswagen,Swift,LE,CNG,Needs Replacement,2019.0,First,57-303-8021,80390.0,765624.0,Automatic,Black,Major Service at 126414 km,Valid Until [date],Not Available,"Leather Seats, Sunroof, GPS, Alloy Wheels"
Maruti Suzuki,Accord,LE,CNG,New,2017.0,Third,78-491-3449,31591.0,985693.0,Automatic (Tiptronic),Grey,Full Service History,Valid Until [date],Available,"Sunroof, Alloy Wheels"
Kia,Seltos,RXE,Petrol,Used,2019.0,Third,20-849-1579,91904.0,814891.0,Manual,White,Full Service History,No Current Insurance,Available,"Leather Seats, Music System, GPS"
Maruti Suzuki,Camry,SL,Diesel,Needs Replacement,2016.0,Second,44-145-2484,133548.0,365531.0,Automatic (Tiptronic),Maroon,Major Service at 147072 km,No Current Insurance,Available,"Sunroof, Leather Seats, Music System, Alloy Wheels"
Volkswagen,F-150,SE,Petrol,Needs Replacement,2019.0,Second,33-131-6493,188985.0,237298.0,Manual,Maroon,Full Service History,No Current Insurance,Available,"Music System, Leather Seats, GPS, Sunroof"
Honda,Cruze,EX,Petrol,Used,2024.0,Third,87-685-8733,122643.0,790553.0,Automatic,Black,Full Service History,Valid Until [date],Not Available,Leather Seats
Kia,Swift,LE,Diesel,New,2018.0,First,24-923-5072,57940.0,370656.0,Manual,Blue,No Service Record,Valid Until [date],Available,"GPS, Alloy Wheels, Leather Seats, Sunroof"
